id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28
HOUSEHOLD_1_011_CA_1_validation,0.38068663291783456,0.1512056126109136,0.1763455401825075,0.14990822912805438,0.5050866977402807,0.4046020385679737,0.19570688673689932,1.0623695395442263,0.2025892136127802,0.1763455401825075,0.05247674038246339,0.324428567685928,0.2088976026608506,0.10952440040484201,0.3258335143190884,0.07495866325648966,0.6688674877155059,0.40069723935386276,0.22642852281322787,0.6276841707192761,0.34348090838893214,0.16734827950864803,0.32410195087575766,0.3125474013536012,0.24850806982669477,0.1158271916939675,0.28628249547262546,0.10968967376958542
HOUSEHOLD_1_012_CA_1_validation,0.13507967718385344,0.690118618184661,0.3727696197284776,0.54270423629398,0.7540821743397811,0.1763455401825075,0.6974993538041051,0.3833456131590523,0.04463171260732484,0.2174046183082734,0.30412130879309934,0.11725301776190634,0.2891111864236823,0.344411571628402,0.24012145311083974,0.2963778180918239,0.1763455401825075,0.14990822912805438,0.26438038970366606,0.6230951967210667,0.08457734477552677,0.2961945555991221,0.1763455401825075,0.5848089999159333,0.6748578301820983,0.1106075644371269,0.1763455401825075,0.2229529484384642
HOUSEHOLD_1_013_CA_1_validation,0.33521943971670837,0.384975755386657,0.796022681292355,0.3843073017784092,0.349963462296749,0.4785465518785739,0.44676767021401514,0.5377438639864146,0.34972520627975434,0.28271374229556007,0.28812912773441673,0.14221697764541208,0.1947621490094524,0.17471524006345915,0.26281940126212183,0.2667672830382686,0.13422583590030615,0.8213359539174121,0.15634152600178827,0.24028188755776472,0.5898318639090611,0.2676141810717896,0.2647812759836079,0.10558848816783914,0.10348447186757403,0.5937769027921841,0.6044147326867899,0.2802975469579132
HOUSEHOLD_1_014_CA_1_validation,0.3430320346171751,0.9026420671572055,0.20536166463919683,0.14262151241380225,0.6937062801661538,0.14990822912805438,0.03557440734279647,0.7546913660547193,0.2010321560523253,0.8491370736560347,0.28812912773441673,0.3647124861238503,0.1763455401825075,0.5830842130902599,0.3395400741152241,0.5542783436817542,0.17764190199735685,0.5842324690436054,0.34429747018861434,0.28812912773441673,0.1763455401825075,0.1763455401825075,0.215432422735089,0.3700230309669123,0.28812912773441673,0.37836555398969557,0.11257720525706881,0.08294105592681512
HOUSEHOLD_1_015_CA_1_validation,0.15528471741267824,0.19532124836325815,0.4254092333843169,0.18114589520207305,0.1763455401825075,0.1763455401825075,0.2958324869764488,0.6391093386602317,0.22833899444095815,0.5347314944497894,0.1315930275535823,0.38221378561878483,0.2332713184956614,0.13700432902564694,0.40662144840151776,0.13647361208655456,0.4596799644343899,0.14990822912805438,0.1770808555184599,0.19600095767508505,0.3439111103410129,0.15893590954698003,0.14333852017822926,0.5377381302733142,0.41953000526660095,0.25923508967365244,0.1368498111862186,0.45130848605373336
HOUSEHOLD_1_016_CA_1_validation,0.013539695171254666,0.17809694845091326,0.0897115848968625,0.14990822912805438,0.628373987084353,0.11434725208626949,0.17446099545635932,0.2933161614681904,0.34188154342457533,0.34106584727317896,0.3799962749222423,0.581760898839258,0.16929112371090774,0.3134852416493152,0.1763455401825075,0.37232766264308575,0.3001293144923118,0.8100440133398245,0.45827674858885276,0.19760516115891058,0.28271374229556007,0.16030260926864015,0.24871647736275107,0.5371744021116827,0.2166768031848129,0.32742619287855296,0.27650036934947375,0.2657021088120962
HOUSEHOLD_1_017_CA_1_validation,0.3404571830201814,0.5317363773031872,0.338870490842738,0.6869690605045039,0.32354437295090493,0.09950652874101222,0.1009824541334371,0.43490456434723257,0.13472792472609366,0.15333785165685132,0.4495803869208122,0.35864104547442505,0.12026675639410354,0.35205969132235887,0.12775453864079617,0.42107547799329503,0.9669009804320681,0.2811143887963275,0.1763455401825075,0.13700432902564694,0.8748969774014537,0.17609011511711306,0.1858357691236433,0.27134297658046763,0.3562739808726258,0.12708590951382748,0.17698539989206924,0.1881425416670116
HOUSEHOLD_1_018_CA_1_validation,0.13416787915057596,0.2354988241371352,0.43351912550293675,0.2154501426376303,0.2801448808329404,0.16734827950864803,0.12726103195549623,0.12381207627197012,0.6422699687671425,0.2819592221748402,0.11925770944736762,0.22334218108443765,0.6282083389707948,0.28271374229556007,0.16885901939132308,0.09015797919744703,0.10952440040484201,0.6493368560522612,0.13870450020126993,0.29522987489806335,0.4305124538294368,0.31353770926939406,0.2301224564914123,0.28306761486671,0.3858597221652297,0.1982813735808164,0.19278286030480438,0.1834283144507968
HOUSEHOLD_1_019_CA_1_validation,0.4653905632376801,0.40174998318457106,0.8830293972503693,0.794568740746343,0.227923355344797,0.3402153927498521,0.19669962525977056,0.31692972318907126,0.9432637751527824,0.03557440734279647,0.23360073098785877,0.1287627899497108,0.1763455401825075,0.19158940945366318,0.5557594756182718,0.30713469407577276,0.3224020530909181,0.11331487250852182,0.44055859578669665,0.1763455401825075,0.14990822912805438,0.4016665429583826,0.5291992639584764,0.5763791210233243,0.3987700001345648,0.48509698336014695,0.7687499565707058,0.3080938953087358
HOUSEHOLD_1_020_CA_1_validation,0.15122140753759128,0.27200225576335996,0.1427596266729745,0.14622399934598515,0.11264492680745254,0.05724851766589736,0.27200225576335996,0.08452773454797254,0.1711922491339629,0.15122140753759128,0.23826080660499835,0.16021866821145075,0.15122140753759128,0.14244468052402606,0.16624915010969074,0.24217225406365772,0.2017158479424731,0.05231310878727436,0.1162201554402055,0.1427596266729745,0.12139719839219341,0.12830990441468862,0.10659807480292782,0.218508513907008,0.2022398251127903,0.06632269663571053,0.10690858684466104,0.1428232083427454
HOUSEHOLD_1_021_CA_1_validation,0.1427596266729745,0.1761573623251837,0.16685112858840687,0.1427596266729745,0.15122140753759128,0.056228165355693145,0.17881032104584854,0.21327488672247547,0.3322034855083474,0.12499452697472119,0.1427596266729745,0.12248968352292444,0.16753604053331358,0.04471119434653794,0.14601656152322307,0.34367263309159457,0.16731843150001172,0.15122140753759128,0.2665868703245033,0.12703009093823744,0.2890485866795854,0.1427596266729745,0.1427596266729745,0.16660529752544553,0.12788675670433944,0.16021866821145075,0.1427596266729745,0.1414092437410056
HOUSEHOLD_1_022_CA_1_validation,0.15090253256098293,0.1427596266729745,0.2665868703245033,0.11994254167972009,0.27200225576335996,0.22142672586806464,0.09686048953927381,0.25216827440751954,0.0943970997950561,0.15122140753759128,0.27200225576335996,0.25670759332753856,0.11746312001666036,0.3353414871246031,0.2196036908463423,0.3119878736331944,0.03383710635978123,0.5409479063978094,0.34678612220786187,0.325427287352587,0.1736096473641977,0.15122140753759128,0.16021866821145075,0.125146411169063,0.27200225576335996,0.15122140753759128,0.13306436191443574,0.24207019149431358
HOUSEHOLD_1_023_CA_1_validation,0.12932570249272682,0.0660869793934632,0.050291078742286534,0.15122140753759128,0.15871163781843678,0.14685005012099783,0.11892073087197243,0.080498370568468,0.23091081848834508,0.06685799456757233,0.15122140753759128,0.2665868703245033,0.0523032821295263,0.16495554548298033,0.09670547985699927,0.13469844820863824,0.15090253256098293,0.31400974748514293,0.1667443922184279,0.12950284132818018,0.13042409453598058,0.1141458402317136,0.11143793954644993,0.11999796190684463,0.2665868703245033,0.309035986610441,0.15122140753759128,0.10120096428399561
HOUSEHOLD_1_024_CA_1_validation,0.23335019137739285,0.15122140753759128,0.31053065677041763,0.10617494425199125,0.16643499142797855,0.2665868703245033,0.334001664556166,0.12417266908825754,0.10895292495253378,0.15122140753759128,0.27200225576335996,0.15916889022481878,0.11235178478124108,0.12814879700036774,0.15122140753759128,0.1958249746463491,0.15122140753759128,0.1427596266729745,0.10882967322707986,0.12295319857152648,0.10973569600412565,0.0653868582552031,0.21663338283131947,0.16021866821145075,0.1727978527849299,0.07727379554526535,0.39299369302274134,0.5882527649675484
HOUSEHOLD_1_025_CA_1_validation,0.0996219568311797,0.42131750699826576,0.13142764443534882,0.09373328836015313,0.18321371975935666,0.15122140753759128,0.059828891943856044,0.17481483770814513,0.07183123591335047,0.15122140753759128,0.1500395650783796,0.12985572657056707,0.18302549545954935,0.17090778624653274,0.15122140753759128,0.11241838588998787,0.13124119887820715,0.07998063841127162,0.228798835224934,0.44269092041795327,0.07777258104951064,0.06683160208288963,0.1427596266729745,0.1427596266729745,0.15122140753759128,0.12328364792407219,0.27200225576335996,0.10237751667895462
HOUSEHOLD_1_026_CA_1_validation,0.15122140753759128,0.27200225576335996,0.2665868703245033,0.24585276497026565,0.13864233846803417,0.07098989104961165,0.11264492680745254,0.3283232433472956,0.21590507591183705,0.1632979922267,0.15122140753759128,0.19183962926025244,0.1441757372975834,0.18661876740927724,0.3590158387345799,0.3097173844392956,0.1427596266729745,0.1448512579200313,0.1427596266729745,0.12105735522108513,0.09765149349892006,0.24536553130277586,0.05806283879371324,0.2763577822727949,0.14190527188712346,0.12985572657056707,0.4019100883708174,0.32924454929444635
HOUSEHOLD_1_027_CA_1_validation,0.1427596266729745,0.3407908782811413,0.3474414215108274,0.36581961204711355,0.051957765751825716,0.27200225576335996,0.06946921716848967,0.15122140753759128,0.15095389680061846,0.1378491693118764,0.09905758673979127,0.1427596266729745,0.07860415533337808,0.03383710635978123,0.6638388733109082,0.29321439281906597,0.15122140753759128,0.1307346280718573,0.15122140753759128,0.44825541111579065,0.09078552689125324,0.2665868703245033,0.15122140753759128,0.27200225576335996,0.3207743459238991,0.12985572657056707,0.0961330781048451,0.45429826578130833
HOUSEHOLD_1_028_CA_1_validation,0.15122140753759128,0.07287332480789188,0.15122140753759128,0.16021866821145075,0.06816431016307256,0.1761573623251837,0.16021866821145075,0.12525833861525143,0.15122140753759128,0.10969701125523942,0.1427596266729745,0.1988244118709748,0.1427596266729745,0.6908694104420114,0.18374525950525442,0.20673131884102114,0.07970326520987876,0.07360594968192855,0.16867969606782104,0.0635691252917937,0.1862349752444085,0.1761573623251837,0.3070020869438245,0.13242211774290863,0.1813201167831633,0.16276483814662923,0.15122140753759128,0.07802416051807523
HOUSEHOLD_1_029_CA_1_validation,0.11525522540044299,0.13818899918679847,0.2945578432302942,0.27342206441949407,0.1389941560432332,0.1427596266729745,0.1375227746426051,0.15122140753759128,0.3357371990502574,0.11264492680745254,0.2665868703245033,0.1721964782049112,0.27200225576335996,0.2314054174293102,0.15122140753759128,0.12261456577025467,0.11586601071540359,0.13112989900271577,0.15122140753759128,0.16021866821145075,0.08117029803336744,0.15916889022481878,0.10439547303987542,0.12872641906048607,0.04261754468353661,0.16021866821145075,0.15122140753759128,0.15916889022481878
HOUSEHOLD_1_030_CA_1_validation,0.15602846494414624,0.13358034917206982,0.20696934887810434,0.16021866821145075,0.2551312773578139,0.32463935826395307,0.1774547458080429,0.15122140753759128,0.13312892602355986,0.14528266993441766,0.1285688608610046,0.1427596266729745,0.2303790087569136,0.1603823157668549,0.15564804072527472,0.1931515460738714,0.2665868703245033,0.3570099899578658,0.1427596266729745,0.5705224383007551,0.1921516259305202,0.15122140753759128,0.08414718876630586,0.15122140753759128,0.03258926079706507,0.14104230440452012,0.3523151934844966,0.06761488556886858
HOUSEHOLD_1_032_CA_1_validation,0.2641651637587306,0.21673272228039508,0.3081980477164907,0.25758365984637627,0.12285007243165685,0.1427596266729745,0.11373285707251096,0.15702142504880376,0.08419342476267266,0.20554487881778905,0.1427596266729745,0.16021866821145075,0.3463924370829414,0.1761573623251837,0.12985572657056707,0.2665868703245033,0.15122140753759128,0.1083317893522848,0.1427596266729745,0.2356113037910866,0.15730276584104153,0.0784655012436117,0.12161900472361765,0.11528183514785391,0.10284257135362582,0.2735499343231633,0.41882974572180276,0.14665078005141524
HOUSEHOLD_1_033_CA_1_validation,0.16021866821145075,0.08330253382664202,0.14139055663776373,0.2080567953274189,0.27200225576335996,0.22777532409951706,0.1558992503923897,0.1574266336463802,0.26973689198402884,0.1427596266729745,0.5733738512233465,0.35149390727729923,0.27200225576335996,0.11503295831317022,0.18552106794439102,0.26704608039417715,0.21003097913890192,0.12985572657056707,0.1427596266729745,0.12060422266030309,0.16021866821145075,0.1731085719979779,0.1427596266729745,0.15122140753759128,0.1337003608562208,0.12639763889285222,0.12960797370858226,0.12164218748131202
HOUSEHOLD_1_034_CA_1_validation,0.16021866821145075,0.13360576407712776,0.27397938331449545,0.3545663311206925,0.15122140753759128,0.48379906777967174,0.13295852114666154,0.16421854286240736,0.2669407428956532,0.21894804024204806,0.2665868703245033,0.16021866821145075,0.1280200959622593,0.16789270143703838,0.2317445968309816,0.11264492680745254,0.3196686023456829,0.12483650609630818,0.1303869562175479,0.13956238351032751,0.1761573623251837,0.14631095017649318,0.2482405368113178,0.5462073488211178,0.15122140753759128,0.12985572657056707,0.06174035231734889,0.0833093629620623
HOUSEHOLD_1_035_CA_1_validation,0.1394908039652073,0.36338824046006996,0.12170676087302597,0.10671172189937021,0.11848315956530578,0.27200225576335996,0.2665868703245033,0.27218859858015526,0.18088528471226484,0.296468929829007,0.27200225576335996,0.15122140753759128,0.12985572657056707,0.14054244916730943,0.1427596266729745,0.5494561413311655,0.5998055627590627,0.34415124168336697,0.048570099377360745,0.2665868703245033,0.1422674096973121,0.0632375178332764,0.23710090971500994,0.1761573623251837,0.25758365984637627,0.15122140753759128,0.15122140753759128,0.46136288549568305
HOUSEHOLD_1_036_CA_1_validation,0.1288047209591988,0.2665868703245033,0.20912340116975023,0.1299989180748993,0.20538886848486393,0.236536116472208,0.06397382909038772,0.06518502839138161,0.11369131217344253,0.1427596266729745,0.15122140753759128,0.12960320313045764,0.25758365984637627,0.13455974297735807,0.27200225576335996,0.42052668429611745,0.31524587759588224,0.16597081908388608,0.380275374407039,0.10390386423138852,0.3230883076935987,0.16279351980844442,0.1581121874489965,0.12006213548472101,0.014154135466440608,0.44906923682896444,0.16021866821145075,0.15122140753759128
HOUSEHOLD_1_037_CA_1_validation,0.1427596266729745,0.22486055436083566,0.15122140753759128,0.4394250383900899,0.1427596266729745,0.1427596266729745,0.06306802638782945,0.1685258437946605,0.08392937187804342,0.12985572657056707,0.09122070519913424,0.1375320909618942,0.1322800124711178,0.15122140753759128,0.08915163840814049,0.5440855870920989,0.15122140753759128,0.302019997269091,0.1427596266729745,0.15253904814682703,0.38808887850524204,0.16672235466248686,0.1427596266729745,0.1427596266729745,0.08478758780082407,0.16021866821145075,0.09056433988816538,0.15122140753759128
HOUSEHOLD_1_038_CA_1_validation,0.1263507062783989,0.1731265664213322,0.14659431238678483,0.08150804590391537,0.15122140753759128,0.4639591037036961,0.15122140753759128,0.22161755680779716,0.18886199627826808,0.12417266908825754,0.17009302957651232,0.11461636415074983,0.33341468614775555,0.15122140753759128,0.3271901699177942,0.20958361586989216,0.11962407562924844,0.15122140753759128,0.25758365984637627,0.10429660176729853,0.2930072760320703,0.6295302622107241,0.290865452489472,0.15679744303848794,0.05985050585714906,0.06186257308910157,0.07294143162482625,0.16151605169430996
HOUSEHOLD_1_039_CA_1_validation,0.15972235149001954,0.18538059262056295,0.11352526155210538,0.363209932787371,0.5611034594400919,0.30108841356722327,0.37467196830578603,0.2830191781099036,0.12985572657056707,0.1185739966863057,0.09683463335089883,0.10773769821874628,0.08862232883832934,0.5908613108540681,0.36406123460858986,1.137185344557781,0.7769724833083202,1.7204429640216392,0.16368996801373903,0.13700432902564694,0.28306761486671,0.8092585705806429,0.17670895238957304,0.8431960702464238,0.4831006967651612,0.05938100961071669,0.4019377556292478,0.1763455401825075
HOUSEHOLD_1_040_CA_1_validation,0.725359762804795,4.537775459055119,0.16734827950864803,0.41769865660803057,0.1763455401825075,0.482082946032317,0.8661382822029319,0.7907943613664735,0.9341315091885029,1.6578361538226511,0.8325136099719753,0.1976874317541931,0.3200664150488019,3.264191875409963,0.6220937441702721,0.24492570719599074,0.6995953502507908,0.43649848189044843,0.10140709088621329,0.9762214861380494,1.6441720129372648,0.35215699388700283,0.5957320877189952,0.2388358363459399,0.47891662588185907,1.1653281428450346,0.7046678547421356,0.6565285299468965
HOUSEHOLD_1_042_CA_1_validation,0.3559404806342645,0.16734827950864803,1.2632745593644965,1.588828764127062,0.6981476519593537,1.9790890614261396,0.13511729446532875,1.0883724433589068,0.15142132999596306,0.06581145852292222,0.2240465742294537,1.5166615691912915,0.015891436449455853,0.28812912773441673,1.383858200746545,0.142806130318779,0.09715730373815432,0.2990315399185246,4.165175862993056,0.7361413317653142,1.3294460834288644,0.9097893450629515,0.3496715751695289,1.6773816753532849,1.8072026212860273,0.14990822912805438,0.16168105395458135,0.7551171038780325
HOUSEHOLD_1_043_CA_1_validation,0.5085202570867702,0.16734827950864803,0.9164249252022519,1.4508821045882387,0.1316900685275994,0.1457021296006652,1.6511868761247754,0.5438461379094055,0.08075125960966138,1.5704867221279246,0.7287626006361959,0.16734827950864803,0.5085202570867702,1.616819241281535,0.5014821090925866,0.051274882131403576,0.9633620778156036,0.9706217990403344,0.4263426397739022,7.534603112928272,0.18807813476885127,0.13132127154333745,0.6219838890183805,0.5253098716114839,0.34653104671823814,0.5428096811086068,0.2776720037397969,0.06789272434114842
HOUSEHOLD_1_044_CA_1_validation,0.24492570719599074,2.0843090263592097,1.0647954708992524,0.06461661076914023,0.8680926565989393,4.731505050812139,0.8546256965622645,0.2097924790578765,1.1529631002750675,0.4351226749621728,0.10628965163164131,0.10220927634294079,4.918189500178016,1.5252861417516863,0.6398923866248132,0.9620456629590669,0.6350810070878301,0.14990822912805438,0.2518928216415264,0.18795310250909644,0.482082946032317,0.3110023212147889,0.3729089467516812,1.0711757579732297,0.3272722546011526,0.7553506236120491,0.7932318837586723,0.25832819767403575
HOUSEHOLD_1_045_CA_1_validation,0.7560994124032586,0.27450477190975076,0.2421509011505267,0.11615491487127313,0.8769777187816334,0.1134305192227126,1.1459537681616696,0.5612817816798922,0.5939325037437545,1.2517386750030224,0.1251382386178988,0.28812912773441673,1.1575738418836232,2.1249471490151683,0.16734827950864803,0.9355677501340052,0.07384643194036576,5.18879376164874,0.1474423209128228,0.4955823845251645,0.1924227851142586,0.8226102554387276,2.042189083193782,0.1763455401825075,0.23012854237123598,0.14990822912805438,0.7296816801800119,0.47891662588185907
HOUSEHOLD_1_046_CA_1_validation,0.31179402964212405,0.1393048713554433,0.38021781620786865,0.2618170528303659,0.1763455401825075,0.6587743692557579,0.2954372797569532,2.47049506599457,0.2207109948399438,0.35901251705030723,1.2757968531978463,2.8120814217071515,0.6365442739495464,0.773150875034283,0.6526200727809037,1.0610656692991502,0.17177729624156304,2.869612822026345,1.5474877698899208,0.6312667723149561,0.5325149108235342,0.12040878582555557,0.1746015372238578,0.7675661854632031,1.3726762190933288,0.49952299641291054,0.5697853365508073,0.06346143213101467
HOUSEHOLD_1_047_CA_1_validation,0.5085202570867702,6.702439631774732,0.14489988824151215,1.2302470496180677,0.3138631285882487,0.178023178483759,0.5449855101509301,1.5333716651644294,0.7673720428182491,0.13893967863594306,0.19303139760320454,0.1763455401825075,0.5875516511041475,0.33689845188505496,1.636475133483359,0.16734827950864803,0.07063010790284159,0.11407416592006532,1.1920458717735187,0.16649292635004118,0.05379186062259699,0.1796139943419469,0.6270202027818135,0.5749275682794521,1.5329681578909666,0.40024242881548094,0.3976937000816461,0.386777481041042
HOUSEHOLD_1_048_CA_1_validation,0.33753033878009203,0.31124115376821626,1.303382453722418,0.13700432902564694,2.16118268054388,0.488288172141106,0.140370783886447,1.9273087233883124,1.6380791034316393,0.956045344084161,0.14990822912805438,0.13955621733929283,0.15668296235493287,0.28812912773441673,0.24020542266537032,0.12731204249832473,1.7283257829450136,0.4931588729314507,0.34964587980550776,0.11911409731569951,0.7323645709763205,0.19228423429624045,0.9619014826614696,0.5085202570867702,1.1532767991366921,0.6369505477135635,0.967651335857027,2.0857589203214286
HOUSEHOLD_1_049_CA_1_validation,1.4343720454737037,0.785383633089056,0.9849537334104694,0.10320214190508484,0.9958687558713755,0.13341193187386027,0.22167275574744513,3.2702965370942954,0.12860479414842127,0.2428448755280484,0.5226049583504269,0.06630636977760766,0.7827761609277809,0.07008209206300384,0.16734827950864803,2.5377770407723075,0.09411782242755698,0.12905881497368063,0.6068980935834677,0.2619420136784028,0.14990822912805438,0.14990822912805438,0.10154682780940053,0.3323705581663277,0.12580675450384504,0.2566093862177686,0.1763455401825075,1.3130742002292781
HOUSEHOLD_1_050_CA_1_validation,0.06506208460107447,1.2959448692838413,0.16734827950864803,0.9835796752154318,0.5085202570867702,0.5085202570867702,1.26331266112467,1.8739137174399478,0.21884162720794878,0.9276705748579542,0.1499853400978794,1.1141704194158684,0.1512056126109136,0.1763455401825075,0.14990822912805438,1.5083280373614534,0.4046020385679737,0.19570688673689932,1.512389385917275,0.2025892136127802,0.1763455401825075,0.05247674038246339,0.9248123379909843,0.6371719912628792,0.10952440040484201,1.058062325078528,0.07495866325648966,0.6688674877155059
HOUSEHOLD_1_051_CA_1_validation,3.7188956705469907,0.22642852281322787,2.058287953209362,1.0453142633847023,0.16734827950864803,0.7723559331630403,0.3125474013536012,0.24850806982669477,0.6089869805046446,0.28628249547262546,0.10968967376958542,0.467254394088116,0.690118618184661,1.1250714754487592,1.6621025257755198,1.5004341054836836,0.5085202570867702,1.4805336580414485,0.3833456131590523,0.29431737778990563,0.5495793352125362,0.30412130879309934,0.11725301776190634,3.7149157097870735,0.344411571628402,1.1275756552413876,0.9316883544977483,0.7560994124032586
HOUSEHOLD_1_052_CA_1_validation,0.14990822912805438,0.8042769028468335,8.353029994531465,0.08457734477552677,0.2961945555991221,0.5085202570867702,3.577501102651044,6.2393824652469005,0.1106075644371269,0.1763455401825075,0.5648652452946761,0.88854159935808,0.68825447747423,1.0796109258589563,0.8944102408945267,0.349963462296749,1.799279153258172,1.3648030423340378,0.5377438639864146,2.7010734778818257,0.28271374229556007,0.9234396641403412,0.14221697764541208,0.1947621490094524,0.17471524006345915,0.26281940126212183,0.695041671640297,0.13422583590030615
